iso3_d,sector,trade_value,predicted,gap,ratio,gdp_d
BRB,Manufacturier de base,10652549.049,1542612.7665964277,-9109936.282403573,0.1448116088929193,4268847739.4736843
BRN,Manufacturier de base,294132.504,2065305.8161384496,1771173.3121384496,7.021685084279055,11934240457.243765
BTN,Manufacturier de base,52270.708000000006,42765.7973330254,-9504.910666974603,0.8181599019669945,1359193334.2080288
BWA,Manufacturier de base,597379126.586,2175318.690943483,-595203807.8950565,0.0036414373956709036,11939049404.56853
CAF,Manufacturier de base,22904.542999999998,226087.75936151244,203183.21636151243,9.870869694344588,1698018532.5067275
CHE,Manufacturier de base,990907641.5465,668464296.0890512,-322443345.4574487,0.6745979827603161,531573719567.058
CHL,Manufacturier de base,94335823.22525,166400154.81614956,72064331.59089956,1.7639126805394831,186520668503.99927
CHN,Manufacturier de base,7554794195.0375,4194195510.386423,-3360598684.6510773,0.5551700552136092,6105596782661.062
CIV,Manufacturier de base,2003621.65575,9593738.072855338,7590116.417105339,4.788198433233738,24367132737.72696
CMR,Manufacturier de base,1564969.2814999998,8493537.98485504,6928568.703355041,5.427287350147928,24479978586.218536
COD,Manufacturier de base,355656.04850000003,7480162.438860083,7124506.390360083,21.03201244687979,23246287843.97752
COG,Manufacturier de base,851030.6655,1849417.285153299,998386.6196532991,2.173149993445564,8777520664.331556
COL,Manufacturier de base,103323470.63575,103422829.4008744,99358.76512441039,1.000961628219736,235122183827.9623
COM,Manufacturier de base,88060.78175,63178.250877264705,-24882.53087273529,0.7174391326280125,827871605.0607958
CPV,Manufacturier de base,71310.3125,75314.4990633557,4004.1865633557027,1.0561515778430461,1397119834.297498
CRI,Manufacturier de base,18951722.73875,28273915.936417844,9322193.197667845,1.4918915987836316,35269938042.35277
CYM,Manufacturier de base,3114901.67675,2131803.2565290895,-983098.4202209106,0.6843886188900038,4325433088.092754
CYP,Manufacturier de base,2010606.4105,6346877.529391218,4336271.118891218,3.1566981465123596,20711209764.183365
CZE,Manufacturier de base,8355239.18725,44717412.207624584,36362173.02037458,5.3520205951569695,171359283571.63364
DEU,Manufacturier de base,699282145.2032499,2428474793.816724,1729192648.613474,3.472811097029905,3177090624728.19
DJI,Manufacturier de base,410456.7685,143996.7149356381,-266460.0535643619,0.35082066124008404,1375988878.9000144
DMA,Manufacturier de base,1027491.83925,87392.82008742752,-940099.0191625725,0.08505451503266284,448819590.6432748
DNK,Manufacturier de base,26675877.07875,314053362.6669414,287377485.5881914,11.77293484071106,289949432179.00183
DOM,Manufacturier de base,37052012.95325,16635397.022817485,-20416615.930432513,0.4489741770253354,50054938065.53021
DZA,Manufacturier de base,14423606.2755,118457158.95954877,104033552.68404877,8.212728266214574,139152909211.0884
ECU,Manufacturier de base,33396574.04875,15992296.168620361,-17404277.880129635,0.47886038086649,65763333783.28638
EGY,Manufacturier de base,154911678.1295,145229184.26836696,-9682493.861133039,0.9374966821220615,189832041914.84985
ESP,Manufacturier de base,130574274.0985,667908195.9789236,537333921.8804235,5.115159173506723,1210617438790.3096
EST,Manufacturier de base,3027967.50575,2321975.043621751,-705992.462128249,0.7668427878477576,19047744509.813984
ETH,Manufacturier de base,3344061.2715,12925185.488674115,9581124.217174117,3.8651162282312015,34917528398.321526
FIN,Manufacturier de base,26571302.63975,65794788.80728287,39223486.167532876,2.4761597012882435,226995950268.8887
FJI,Manufacturier de base,1307522.17575,483359.9200058087,-824162.2557441912,0.36967626933635106,3503986725.6381316
FRA,Manufacturier de base,268586129.53499997,5532767207.146255,5264181077.611255,20.599601389413035,2373376999021.079
GAB,Manufacturier de base,746317.7922499999,2882675.3122302555,2136357.5199802555,3.8625306031356454,12378194115.882967
GBR,Manufacturier de base,15901035164.681252,6674283816.9623575,-9226751347.718895,0.41973895081919016,2530160235695.433
GEO,Manufacturier de base,802094.58525,921796.6278980419,119702.04264804185,1.1492368167661082,11014451748.02854
GHA,Manufacturier de base,5296010.736,13312434.274946624,8016423.538946625,2.5136720710278078,31720361284.931545
GIN,Manufacturier de base,348638.09525,1756443.7136076137,1407805.6183576137,5.038014312085172,6319630585.273155
GMB,Manufacturier de base,14681.175500000001,192997.4571395577,178316.28163955768,13.145913087106525,1201431426.885402
GNQ,Manufacturier de base,299042.05975,2812070.807089298,2513028.747339298,9.40359630160452,12160148834.519697
GRC,Manufacturier de base,17230618.958499998,195120279.4256646,177889660.4671646,11.32404354687504,237332329334.94003
GRD,Manufacturier de base,612882.98975,170661.8494719205,-442221.14027807943,0.2784574744708364,789267629.6296299
GTM,Manufacturier de base,31236541.290250003,13019585.159918062,-18216956.13033194,0.4168062346896877,42712790935.52229
HKG,Manufacturier de base,2234130656.916,131765742.85890178,-2102364914.0570982,0.05897853039660249,236815011643.94193
HND,Manufacturier de base,9541757.86525,3154350.5498605086,-6387407.315389492,0.3305837974937821,14774507531.168861
HRV,Manufacturier de base,1164701.759,8075223.058360812,6910521.299360812,6.933296868456787,49931617150.77174
HTI,Manufacturier de base,5987360.442,3790964.692818389,-2196395.749181611,0.6331612618852234,6297876005.777707
HUN,Manufacturier de base,5652239.0565,26091546.88377868,20439307.82727868,4.616143553548703,118055660866.39555
IDN,Manufacturier de base,503643894.26075,443720381.19738245,-59923513.063367546,0.8810200744092739,598147522476.3346
IND,Manufacturier de base,1798754485.4975,1882499833.5307934,83745348.03329349,1.0465574088673537,1436364681977.5505
IRL,Manufacturier de base,68935645.40625,266492610.206157,197556964.799907,3.8658172943136853,232162097674.95697
IRN,Manufacturier de base,13646875.93725,88209697.4344415,74562821.4971915,6.463728243741678,344534721003.3674
IRQ,Manufacturier de base,12031652.21425,29128862.616970927,17097210.40272093,2.4210193328619822,151164645688.28207
ISL,Manufacturier de base,20373686.94275,9289131.914608326,-11084555.028141674,0.45593769751693736,16008018592.843403
ISR,Manufacturier de base,103540303.07100001,195940579.58076727,92400276.50976726,1.892408789323383,223326660613.80545
ITA,Manufacturier de base,467887883.29075,3693760948.141408,3225873064.850658,7.894542859632185,1901610632648.8
JAM,Manufacturier de base,14546848.962000001,8664836.207784127,-5882012.754215874,0.5956503865832966,12552978795.89915
JOR,Manufacturier de base,17546199.23525,8404665.942732146,-9141533.292517854,0.4790020807382218,24163766903.15655
JPN,Manufacturier de base,2504707146.663,3011802254.575353,507095107.91235304,1.202456845538989,4939560442460.044
KAZ,Manufacturier de base,7978513.17925,22396804.58487996,14418291.40562996,2.8071401377299368,121333128361.47089
KEN,Manufacturier de base,10060951.886750001,13952065.060241524,3891113.1734915227,1.3867539788770893,40423708289.42675
KGZ,Manufacturier de base,291175.326,281117.25581433077,-10058.070185669232,0.9654569969102765,4697127557.68083
KHM,Manufacturier de base,1344421.74175,2433908.4451688575,1089486.7034188574,1.8103756950558534,11573241535.360514
KOR,Manufacturier de base,1146817358.43375,1255417841.9843817,108600483.55063176,1.0946972791717693,1066859287447.412
KWT,Manufacturier de base,11056566.02475,50959133.1732958,39902567.1485458,4.60894757551525,107055218638.69104
LAO,Manufacturier de base,560165.41,1439897.826106708,879732.416106708,2.570486860491275,7769370123.947354
LBN,Manufacturier de base,6870220.34375,13318249.794978421,6448029.451228421,1.9385476925924718,34607492062.86811
LBR,Manufacturier de base,319986.687,345059.3418720383,25072.654872038343,1.0783553063007223,1979962157.8947368
LCA,Manufacturier de base,902470.08725,338334.21181364014,-564135.8754363598,0.3748979789951926,1299811532.163742
LKA,Manufacturier de base,6223268.15425,16024398.173967497,9801130.019717498,2.5749168727405873,49475265502.782616
LSO,Manufacturier de base,1317.0,195536.2373623099,194219.2373623099,148.47094712400144,1937001313.7111933
LTU,Manufacturier de base,3049452.7057499997,5229038.9647673415,2179586.259017342,1.7147467002546222,34977712608.579956
LUX,Manufacturier de base,2172820.267,26877272.73855849,24704452.47155849,12.369763457549013,48386731059.137184
LVA,Manufacturier de base,2029725.3757500001,3072581.2841471066,1042855.9083971065,1.5137916295753866,23386491679.125874
MAC,Manufacturier de base,33822495.19025,7314170.222433298,-26508324.967816703,0.21625164498631524,28347347035.955383
MAR,Manufacturier de base,9959162.06575,64757287.426922396,54798125.36117239,6.502282722120326,82608476197.29503
MDA,Manufacturier de base,37533.86575,461811.3763084025,424277.5105584025,12.303858584254742,5859877194.993573
MDG,Manufacturier de base,3661411.3172500003,1605312.0138994984,-2056099.303350502,0.43844077455499053,8964509634.5584
MDV,Manufacturier de base,1957478.95425,268911.4668850227,-1688567.4873649771,0.13737642813536916,2509866097.417894
MEX,Manufacturier de base,1492104636.173,1327640028.0726218,-164464608.10037827,0.8897767595426802,1016799065264.309
MLI,Manufacturier de base,1390114.04725,3097925.215426905,1707811.168176905,2.2285403284395198,9735939400.543306
MLT,Manufacturier de base,1594528.99275,2277197.5061318534,682668.5133818535,1.4281317658605197,8515941255.10033
MMR,Manufacturier de base,4942997.357333333,3824021.2669487824,-1118976.0903845509,0.773623975597628,37615002449.36255
MNE,Manufacturier de base,7724.131,285354.8844298742,277630.7534298742,36.94329943781044,4284671224.960663
MNG,Manufacturier de base,1644925.74425,464266.6305456225,-1180659.1137043776,0.2822416952063108,6836734464.351098
MOZ,Manufacturier de base,884426.6340000001,684401.9280464939,-200024.70595350617,0.7738368585205835,11327659317.685528
MUS,Manufacturier de base,1171033.7877500001,1345952.9157458614,174919.12799586123,1.1493715465989647,9306781427.429026
MWI,Manufacturier de base,66813.26974999999,238260.99807745407,171447.72832745407,3.566073011678254,4998581620.827437
MYS,Manufacturier de base,92537550.396,113779478.47491424,21241928.07891424,1.229549280135607,224427209064.9613
NAM,Manufacturier de base,760914.1345,1662943.9199381347,902029.7854381347,2.1854554207103307,9272391019.900103
NER,Manufacturier de base,208346.465,1293636.2467529413,1085289.7817529412,6.209062614779383,5311500817.432625
NGA,Manufacturier de base,9210396.18175,274514856.34466875,265304460.16291875,29.80489122591795,304511888970.06757
NIC,Manufacturier de base,15016652.043499999,5044782.891861586,-9971869.151638413,0.3359459137261714,8889334191.781103
NLD,Manufacturier de base,801699236.7795,353303267.64959985,-448395969.12990016,0.44069303230080614,752052767321.7959
NPL,Manufacturier de base,1524606.12025,3851861.973057616,2327255.852807616,2.5264636694663145,14416644082.806616
NZL,Manufacturier de base,99185644.51725,55655663.23783485,-43529981.27941515,0.5611261943068326,138893598814.50385
OMN,Manufacturier de base,10374892.55875,17794939.16457756,7420046.605827559,1.715192621399209,51212853329.68311
PAK,Manufacturier de base,89740221.93474999,119605971.45293649,29865749.518186495,1.3328022694205264,178750333109.22968
PAN,Manufacturier de base,23726282.879,24117242.159911178,390959.2809111774,1.0164778984936242,32318856331.57895
PER,Manufacturier de base,66158368.362749994,35013471.24036497,-31144897.122385025,0.5292372243581367,132682025737.53189
PHL,Manufacturier de base,116008666.96875,109152884.37441961,-6855782.594330385,0.940902841369799,189660303192.66888
POL,Manufacturier de base,33906451.36675,149163846.1302476,115257394.76349759,4.399276247366998,406677642697.9287
PRT,Manufacturier de base,16535487.96,64328443.79585432,47792955.83585432,3.890326306152402,205359344650.49246
PRY,Manufacturier de base,6226546.41925,2657884.5060519404,-3568661.91319806,0.42686335684173504,23979335820.93599
QAT,Manufacturier de base,8366460.8985,47400761.04923625,39034300.15073625,5.6655689453750515,108661541282.5332
ROU,Manufacturier de base,5677419.736,33872398.3324527,28194978.596452698,5.9661606693743146,145739351714.37265
RUS,Manufacturier de base,44627342.80425,625993167.1100224,581365824.3057724,14.027121665204927,1257722978264.4758
RWA,Manufacturier de base,96670.18375,927005.7412552661,830335.5575052662,9.589365668866499,5263961198.003878
SAU,Manufacturier de base,113548531.28425,123350757.18855697,9802225.904306963,1.0863263116963504,490566252148.79987
SDN,Manufacturier de base,4093756.0,22781286.44894839,18687530.44894839,5.564886243573968,52988404695.579956
SEN,Manufacturier de base,1681285.98275,5891094.764720036,4209808.781970035,3.5039218938138355,14774400983.002113
SGP,Manufacturier de base,170987015.37800002,94947699.80461426,-76039315.57338576,0.5552918716939641,215870703947.69073
SLE,Manufacturier de base,303309.4475,554432.9047675744,251123.45726757438,1.8279447255515322,2707559937.04345
SLV,Manufacturier de base,23876884.63575,4029196.7746487325,-19847687.861101266,0.1687488479387282,18435658073.68421
SRB,Manufacturier de base,6826811.066,6893472.8572366275,66661.79123662785,1.00976470428025,44448472088.17391
SUR,Manufacturier de base,2297340.03825,854242.8891164633,-1443097.149133537,0.37183998663392603,3114133438.982385
SVK,Manufacturier de base,2842910.7855,14721897.62355749,11878986.838057488,5.178459239257577,77442187428.80673
SVN,Manufacturier de base,967103.9055,6217679.626685528,5250575.721185528,6.429174353784603,41742198253.1651
SWE,Manufacturier de base,35603368.5945,173636190.45131075,138032821.85681075,4.876959605393464,454261944284.79596
SWZ,Manufacturier de base,212074.69325,409147.1882139652,197072.4949639652,1.9292598373896985,3512144077.329817
SYC,Manufacturier de base,167707.07975,85526.38569657649,-82180.69405342352,0.5099748074086686,1048888890.8118633
SYR,Manufacturier de base,11369581.75775,10286199.659826377,-1083382.0979236234,0.904712229437539,26439983632.0783
TCA,Manufacturier de base,1193950.18275,204532.11488562977,-989418.0678643702,0.1713070761583497,710301865.5555556
TCD,Manufacturier de base,709395.503,2056332.264451882,1346936.761451882,2.8987106004418552,8362445921.23549
TGO,Manufacturier de base,236567.71775,622893.0899237436,386325.3721737436,2.6330434932039393,3258747871.559607
THA,Manufacturier de base,273895547.97249997,187366844.44940704,-86528703.52309293,0.6840813800603261,298123706892.40063
TJK,Manufacturier de base,9997.6085,294472.1412422081,284474.5327422081,29.454258110047824,4875991421.339799
TKM,Manufacturier de base,1463070.144,2075568.7886391305,612498.6446391304,1.4186392888618267,21821979294.570087
TTO,Manufacturier de base,35980026.389,11147234.572550084,-24832791.816449914,0.3098172984097109,19762073024.33768
TUN,Manufacturier de base,5510990.69025,18882051.40824214,13371060.71799214,3.4262535485041035,37507292208.633194
TUR,Manufacturier de base,245134403.20375,230212920.324593,-14921482.879157007,0.9391293809267783,646191406607.6942
TZA,Manufacturier de base,1652187.8215,9847147.44462104,8194959.62312104,5.9600653851091465,31545069334.02875
UGA,Manufacturier de base,1665278.97175,4502924.289074347,2837645.3173243473,2.704005974652005,16642504225.369423
UKR,Manufacturier de base,4357721.8705,24343535.234436978,19985813.363936976,5.586298519699659,109414863742.39967
URY,Manufacturier de base,3813851.94275,3941803.1417919877,127951.19904198777,1.0335490734728752,35882466489.439926
USA,Manufacturier de base,79489694282.82275,79489694282.837,0.014251708984375,1.0000000000001792,14942205598786.13
UZB,Manufacturier de base,487042.00875,5068792.313080584,4581750.304330584,10.407300031653756,39998400658.82679
VCT,Manufacturier de base,698839.75975,131976.54755440392,-566863.2121955961,0.18885094288512816,638996871.3450292
VEN,Manufacturier de base,54410070.19525,111321277.59643236,56911207.40118236,2.0459682775074,245228688291.0486
VNM,Manufacturier de base,101692167.99374999,57329247.31941011,-44362920.67433988,0.5637528282702515,116983957985.87148
YEM,Manufacturier de base,3080189.7065,2327678.2352699344,-752511.4712300655,0.7556931413535761,25019335070.276066
ZAF,Manufacturier de base,26066615.57875,161633793.81522766,135567178.23647767,6.200797081881032,285599691793.8259
ZMB,Manufacturier de base,1446434.04275,3856770.534850196,2410336.492100196,2.6663991726284304,16347802735.99345
ZWE,Manufacturier de base,131699.68225,2630658.9853889435,2498959.3031389434,19.97467982037552,12530815792.805485
ABW,Produits chimiques,928052.361,426790.45842198085,-501261.9025780192,0.45987756333285257,2408022346.3687153
AGO,Produits chimiques,94651.79125000001,11186751.479173142,11092099.687923143,118.18848150085212,75759819666.1806
ALB,Produits chimiques,418905.49575,1016766.1688620836,597860.6731120836,2.427197015025276,10085038493.29173
ARE,Produits chimiques,33048396.784999996,55530132.644294165,22481735.85929417,1.6802670642558424,270245095661.70395
ARG,Produits chimiques,57489304.737,124441782.43691698,66952477.69991697,2.1646075388493347,381536564931.1844
ARM,Produits chimiques,171520.7485,806655.7314486959,635134.9829486959,4.702962985546299,7968629470.558138
ATG,Produits chimiques,277271.9285,216508.14509572342,-60763.78340427656,0.7808512973779942,1161753317.7387917
AUS,Produits chimiques,162099520.25375,253456941.84132785,91357421.58757785,1.5635884760458716,999935673975.1365
AUT,Produits chimiques,7079058.1537500005,37451286.18088457,30372228.027134567,5.290433468334406,357650712668.49567
AZE,Produits chimiques,718517.96775,4572431.859345805,3853913.891595805,6.363698702850991,37383666813.82969
BDI,Produits chimiques,781.0,566138.7072477514,565357.7072477514,724.8895099202963,1865499911.1818137
BEL,Produits chimiques,366942840.73099995,100288323.6041355,-266654517.12686443,0.2733077538843585,432435600495.06464
BEN,Produits chimiques,25448.162666666667,2527755.1187968617,2502306.956130195,99.32957250811067,9020981128.866022
BFA,Produits chimiques,182040.8865,2662808.346453925,2480767.459953925,14.627528999942138,8179832248.420903
BGD,Produits chimiques,69030722.58375001,60569174.72884673,-8461547.85490328,0.8774234494700893,123301419818.60979
BGR,Produits chimiques,1619128.843,4947980.150853518,3328851.307853518,3.0559520770970034,42421841206.463554
BHR,Produits chimiques,4977137.649499999,3509585.460198141,-1467552.1893018582,0.7051413296858913,23391132418.812992
BHS,Produits chimiques,2509144.302,1680682.7781643707,-828461.5238356295,0.6698230854338367,10260994736.842106
BIH,Produits chimiques,140381.77474999998,1505367.102343534,1364985.3275935338,10.723379904723238,14453528289.480524
BLR,Produits chimiques,327607.95675,5647254.680785699,5319646.724035699,17.237843478554947,45404071898.603806
BLZ,Produits chimiques,1372305.16625,252175.22858001065,-1120129.9376699894,0.18376031423762093,1358974311.5329888
BMU,Produits chimiques,5087707.48225,865409.5528593524,-4222297.929390648,0.1700981347450879,5019241357.142858
BOL,Produits chimiques,668333.7864999999,2683432.1678868253,2015098.3813868253,4.015107753177799,20448763327.7884
BRA,Produits chimiques,1490102664.55,699663374.3129946,-790439290.2370054,0.4695403819872289,1551309532604.0544
BRB,Produits chimiques,3511653.799,725919.1446131982,-2785734.6543868016,0.2067171726381215,4268847739.4736843
BRN,Produits chimiques,126546.8745,1810958.6020424885,1684411.7275424886,14.310575501748078,11934240457.243765
BTN,Produits chimiques,14315.0,115129.06817704014,100814.06817704014,8.042547549915483,1359193334.2080288
BWA,Produits chimiques,2310012.4,2172153.769271767,-137858.63072823267,0.9403212594320998,11939049404.56853
CAF,Produits chimiques,802.802,435797.9768977313,434995.1748977313,542.846152473127,1698018532.5067275
CHE,Produits chimiques,164938071.75075,110972813.10701016,-53965258.64373985,0.6728150264464671,531573719567.058
CHL,Produits chimiques,109251786.87725,69916831.93260078,-39334954.94464922,0.6399605345691594,186520668503.99927
CHN,Produits chimiques,2458380717.67175,1994601171.8851542,-463779545.7865958,0.8113475498515031,6105596782661.062
CIV,Produits chimiques,2479951.7942500003,7936948.908400289,5456997.1141502885,3.2004448339692915,24367132737.72696
CMR,Produits chimiques,1246576.411,7855689.224411418,6609112.813411417,6.301811228811562,24479978586.218536
COD,Produits chimiques,18468.709,10147637.76765128,10129169.05865128,549.4503036271393,23246287843.97752
COG,Produits chimiques,18660.7795,2004307.7671056658,1985646.9876056658,107.4075049815398,8777520664.331556
COL,Produits chimiques,100355484.2775,40100745.44479554,-60254738.83270446,0.39958698553942656,235122183827.9623
COM,Produits chimiques,19.596,150044.85390651133,150025.25790651134,7656.912324275941,827871605.0607958
CPV,Produits chimiques,4532.0,120861.86162598732,116329.86162598732,26.668548461162253,1397119834.297498
CRI,Produits chimiques,25550182.36875,7751953.925319241,-17798228.44343076,0.3034011191560232,35269938042.35277
CYM,Produits chimiques,2597668.22375,744689.806254915,-1852978.417495085,0.28667625813271835,4325433088.092754
CYP,Produits chimiques,1369406.6205000002,3082705.520758451,1713298.9002584508,2.251125030805597,20711209764.183365
CZE,Produits chimiques,22381934.914750002,19982756.671662673,-2399178.243087329,0.8928073800488877,171359283571.63364
DEU,Produits chimiques,552911411.2492499,526629578.9109617,-26281832.338288248,0.9524664678580118,3177090624728.19
DJI,Produits chimiques,3097.50075,242764.2093184066,239666.70856840658,78.37422131969026,1375988878.9000144
DMA,Produits chimiques,262990.18125,88948.4758733087,-174041.70537669133,0.3382197595763233,448819590.6432748
DNK,Produits chimiques,19390621.6465,57767213.27430108,38376591.62780108,2.9791315785240977,289949432179.00183
DOM,Produits chimiques,19092352.972,6381937.7306298325,-12710415.241370168,0.3342666951522057,50054938065.53021
DZA,Produits chimiques,6722342.2195,47416246.44373033,40693904.224230334,7.0535305843529486,139152909211.0884
ECU,Produits chimiques,7273229.274,9010693.44902534,1737464.1750253402,1.2388848349984436,65763333783.28638
EGY,Produits chimiques,16323818.531750001,78294278.57006067,61970460.03831067,4.796321302995219,189832041914.84985
ESP,Produits chimiques,69754881.2475,182927614.38472545,113172733.13722545,2.622434604048323,1210617438790.3096
EST,Produits chimiques,295603.993,1497270.8260938253,1201666.8330938253,5.065123819534553,19047744509.813984
ETH,Produits chimiques,1202419.37725,16088236.33595658,14885816.95870658,13.379887783205284,34917528398.321526
FIN,Produits chimiques,7774278.708000001,21816517.163588446,14042238.455588445,2.80624325201237,226995950268.8887
FJI,Produits chimiques,265486.011,580643.26860343,315157.25760343,2.1870955325153836,3503986725.6381316
FRA,Produits chimiques,327657863.3555,786748321.6458094,459090458.2903094,2.401127546852763,2373376999021.079
GAB,Produits chimiques,13364.06975,2142944.320317563,2129580.2505675633,160.35117747851945,12378194115.882967
GBR,Produits chimiques,722759009.12125,831630870.9816973,108871861.86044729,1.1506336973825018,2530160235695.433
GEO,Produits chimiques,896528.25625,1206888.34653944,310360.0902894401,1.3461799314475764,11014451748.02854
GHA,Produits chimiques,2179492.4595,10601018.196594462,8421525.737094462,4.863984800858845,31720361284.931545
GIN,Produits chimiques,160845.52599999998,1909091.4341103935,1748245.9081103934,11.869098765671566,6319630585.273155
GMB,Produits chimiques,14089.712333333335,248228.74857903743,234139.0362457041,17.617730064777813,1201431426.885402
GNQ,Produits chimiques,10079.0,1865708.2685083777,1855629.2685083777,185.10846993832502,12160148834.519697
GRC,Produits chimiques,10099467.5,57267698.89967284,47168231.39967284,5.670368155516401,237332329334.94003
GRD,Produits chimiques,200332.974,150205.786761658,-50127.18723834198,0.7497806465033461,789267629.6296299
GTM,Produits chimiques,24568153.85175,6074231.200968601,-18493922.6507814,0.24724003429895203,42712790935.52229
HKG,Produits chimiques,67660031.68075,49542876.98852811,-18117154.692221887,0.7322325419871712,236815011643.94193
HND,Produits chimiques,11509110.7655,1932876.6298210481,-9576234.13567895,0.16794317729698874,14774507531.168861
HRV,Produits chimiques,4968802.86375,4997882.321639214,29079.457889214158,1.0058524072470985,49931617150.77174
HTI,Produits chimiques,1774629.17225,1928667.4355128587,154038.2632628586,1.0868002542004638,6297876005.777707
HUN,Produits chimiques,5501676.71825,13915952.771532273,8414276.053282272,2.5294021230601724,118055660866.39555
IDN,Produits chimiques,534830027.26675004,296524220.3574862,-238305806.90926385,0.5544270239890491,598147522476.3346
IND,Produits chimiques,730096135.06625,1040316511.6815063,310220376.6152563,1.4249034636885272,1436364681977.5505
IRL,Produits chimiques,236113033.86900002,44503126.79524119,-191609907.07375884,0.18848229623754006,232162097674.95697
IRN,Produits chimiques,11979683.8165,63316685.42073075,51337001.60423075,5.285338610817312,344534721003.3674
IRQ,Produits chimiques,7782482.615,23202933.31382934,15420450.69882934,2.981430792933334,151164645688.28207
ISL,Produits chimiques,542977.885,2500224.306943233,1957246.421943233,4.604652189367221,16008018592.843403
ISR,Produits chimiques,43543461.9565,66038652.65200941,22495190.69550941,1.5166146577408601,223326660613.80545
ITA,Produits chimiques,420270703.50399995,621992116.6266681,201721413.12266815,1.4799797165037183,1901610632648.8
JAM,Produits chimiques,13199699.91625,2634821.3351855404,-10564878.581064459,0.1996122148157203,12552978795.89915
JOR,Produits chimiques,6703059.74625,5946904.174912223,-756155.5713377772,0.8871924762775977,24163766903.15655
JPN,Produits chimiques,681837204.9605,881461931.893945,199624726.93344498,1.2927747642415752,4939560442460.044
KAZ,Produits chimiques,808477.50675,16108371.093022637,15299893.586272636,19.924328084001626,121333128361.47089
KEN,Produits chimiques,2228305.64025,15073254.928152828,12844949.287902828,6.764446786779984,40423708289.42675
KGZ,Produits chimiques,148009.4675,575679.1674478505,427669.69994785043,3.889475296219483,4697127557.68083
KHM,Produits chimiques,130979.12125,3547151.137457575,3416172.0162075753,27.081805890933744,11573241535.360514
KOR,Produits chimiques,203075236.6505,341125998.0616244,138050761.4111244,1.679801061360893,1066859287447.412
KWT,Produits chimiques,3481103.1122500002,18846266.1031326,15365162.990882602,5.413877582888194,107055218638.69104
LAO,Produits chimiques,1161680.8854999999,1964242.1420821524,802561.2565821526,1.6908620659938995,7769370123.947354
LBN,Produits chimiques,18564950.51525,7399143.006926712,-11165807.50832329,0.39855441579813294,34607492062.86811
LBR,Produits chimiques,24322.072,490572.40096659,466250.32896659,20.16984412210399,1979962157.8947368
LCA,Produits chimiques,296189.84849999996,239622.73150954003,-56567.11699045994,0.809017367485976,1299811532.163742
LKA,Produits chimiques,2193557.59025,15081716.62743308,12888159.03718308,6.875459616136276,49475265502.782616
LSO,Produits chimiques,4997.01,399564.8518487638,394567.8418487638,79.96078692033112,1937001313.7111933
LTU,Produits chimiques,1809933.1467499998,3314087.4089423087,1504154.262192309,1.83105514968508,34977712608.579956
LUX,Produits chimiques,279567.658,6905524.848626407,6625957.190626407,24.700728610840983,48386731059.137184
LVA,Produits chimiques,1266923.2965,2054615.7403280113,787692.4438280114,1.62173649028642,23386491679.125874
MAC,Produits chimiques,830215.8835,4084403.46992246,3254187.58642246,4.9196884221288935,28347347035.955383
MAR,Produits chimiques,42033783.989999995,28432330.831034347,-13601453.158965647,0.6764161617664142,82608476197.29503
MDA,Produits chimiques,741261.1012500001,665822.1864803985,-75438.91476960154,0.8982289578633119,5859877194.993573
MDG,Produits chimiques,97221.217,3072047.991369548,2974826.7743695476,31.59853462202132,8964509634.5584
MDV,Produits chimiques,150695.44825,422496.25181415,271800.80356415,2.8036430875685063,2509866097.417894
MEX,Produits chimiques,266464521.2605,283304285.50970936,16839764.249209344,1.0631970221384426,1016799065264.309
MLI,Produits chimiques,21326.447,3105728.5787480287,3084402.1317480286,145.6280354035545,9735939400.543306
MLT,Produits chimiques,1643527.6235,1352740.376148074,-290787.24735192605,0.8230712747421455,8515941255.10033
MMR,Produits chimiques,2301756.53225,7155457.140254573,4853700.608004573,3.108694182029761,37615002449.36255
MNE,Produits chimiques,296814.4496666667,342049.0577323394,45234.60806567274,1.152400289529276,4284671224.960663
MNG,Produits chimiques,606978.7505,681765.3846427936,74786.6341427936,1.123211288832085,6836734464.351098
MOZ,Produits chimiques,164807.9745,1904005.111435498,1739197.136935498,11.552870042920757,11327659317.685528
MUS,Produits chimiques,263806.58150000003,1510611.0376062675,1246804.4561062674,5.726206787628107,9306781427.429026
MWI,Produits chimiques,21790.0,785335.3491951642,763545.3491951642,36.04108991258211,4998581620.827437
MYS,Produits chimiques,348439102.79025,67200390.62119202,-281238712.16905797,0.19286122046309098,224427209064.9613
NAM,Produits chimiques,827428.2726666667,1760532.1523178075,933103.8796511409,2.1277157313514308,9272391019.900103
NER,Produits chimiques,44156.46,1799918.465426079,1755762.005426079,40.76229084999294,5311500817.432625
NGA,Produits chimiques,3992994.54125,143376077.97403622,139383083.43278623,35.90690557997923,304511888970.06757
NIC,Produits chimiques,11786505.394000001,2285916.6684039333,-9500588.725596068,0.19394354747146633,8889334191.781103
NLD,Produits chimiques,397645975.10175,90208434.23018338,-307437540.87156665,0.2268561481279944,752052767321.7959
NPL,Produits chimiques,408637.60875,5187109.723514294,4778472.114764295,12.693666986211518,14416644082.806616
NZL,Produits chimiques,56030249.2785,26320365.830244463,-29709883.448255535,0.4697527883450654,138893598814.50385
OMN,Produits chimiques,7316793.5355,9589846.566206465,2273053.0307064643,1.3106624533927256,51212853329.68311
